Price,Close,High,Low,Open,Volume
Ticker,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD
Date,,,,,
2022-01-01,150.6974334716797,150.7519989013672,146.45693969726562,146.536865234375,691648227
2022-01-02,151.2554931640625,152.93603515625,148.66310119628906,150.685302734375,680239631
2022-01-03,148.4615936279297,151.26339721679688,146.6741943359375,151.26339721679688,755658603
2022-01-04,146.81228637695312,151.33206176757812,146.5630645751953,148.4677734375,789511706
2022-01-05,136.089111328125,149.54522705078125,132.1007537841797,146.81129455566406,1304198400
2022-01-06,136.5037841796875,137.7505340576172,133.3151397705078,136.0773162841797,1136595284
2022-01-07,131.4884490966797,136.52577209472656,128.08090209960938,136.4918670654297,1364180297
2022-01-08,130.13748168945312,134.629150390625,126.74758911132812,131.49484252929688,1002118315
2022-01-09,131.29832458496094,132.4771728515625,128.80877685546875,130.13734436035156,710682825
2022-01-10,126.83382415771484,131.51531982421875,122.6286849975586,131.3038787841797,1097888042
2022-01-11,131.54498291015625,133.20668029785156,126.28759002685547,126.8260498046875,834900749
2022-01-12,141.73719787597656,141.74012756347656,131.27281188964844,131.5546875,881585292
2022-01-13,136.6365203857422,142.0492401123047,135.3616943359375,141.7368621826172,886433982
2022-01-14,144.72491455078125,146.0211944580078,136.36302185058594,136.6469268798828,1204657825
2022-01-15,147.93740844726562,149.92144775390625,144.45794677734375,144.72024536132812,1001838786
2022-01-16,146.533203125,148.78028869628906,144.2544708251953,147.93226623535156,756580688
2022-01-17,151.66726684570312,153.14288330078125,145.17018127441406,146.5348358154297,1608309071
2022-01-18,141.89076232910156,152.90213012695312,139.51914978027344,151.65390014648438,1278790664
2022-01-19,136.9167022705078,142.82635498046875,133.73797607421875,141.8882598876953,926249070
2022-01-20,130.36500549316406,142.53172302246094,130.36119079589844,136.8967742919922,706911161
2022-01-21,114.3918685913086,130.82464599609375,112.4258804321289,130.3922882080078,1680709016
2022-01-22,108.42849731445312,116.67909240722656,99.7610092163086,114.4232406616211,2098519931
2022-01-23,112.08950805664062,112.39445495605469,106.59941864013672,108.46219635009766,1135598050
2022-01-24,109.59159851074219,112.19467163085938,98.66522216796875,112.10081481933594,1645918728
2022-01-25,108.06637573242188,109.68234252929688,106.33942413330078,109.59247589111328,909091096
2022-01-26,107.28218078613281,115.78300476074219,105.84998321533203,108.06230163574219,1064088735
2022-01-27,106.9535140991211,109.46898651123047,103.78439331054688,107.26136016845703,825647673
2022-01-28,109.43273162841797,109.83932495117188,105.81873321533203,106.92748260498047,683706404
2022-01-29,110.82367706298828,111.85406494140625,108.31248474121094,109.43119812011719,592402655
2022-01-30,108.79985809326172,112.042724609375,107.72004699707031,110.83002471923828,537737428
2022-01-31,109.58769989013672,110.9894027709961,105.02007293701172,108.7991714477539,691404381
2022-02-01,115.4020004272461,116.3658218383789,108.66441345214844,109.58943939208984,824048434
2022-02-02,108.55602264404297,115.88226318359375,108.43699645996094,115.40450286865234,743395485
2022-02-03,110.28700256347656,110.28700256347656,106.41796875,108.53465270996094,683428425
2022-02-04,120.91803741455078,120.92221069335938,109.00498962402344,110.29109954833984,953726676
2022-02-05,121.91674041748047,123.39488220214844,119.2457046508789,120.92329406738281,736360985
2022-02-06,127.44550323486328,127.44550323486328,121.42715454101562,121.91934967041016,782675364
2022-02-07,137.10739135742188,139.24339294433594,125.56070709228516,127.44465637207031,1131143500
2022-02-08,133.99124145507812,142.35386657714844,130.99807739257812,137.14239501953125,1373203815
2022-02-09,140.17160034179688,140.7852020263672,132.8143310546875,133.96217346191406,1036393461
2022-02-10,135.08839416503906,143.23289489746094,135.08839416503906,140.1739044189453,1276403767
2022-02-11,126.03115844726562,135.0928497314453,125.37024688720703,135.0928497314453,1080587719
2022-02-12,126.68367767333984,127.5803451538086,122.20375061035156,126.01290893554688,832593853
2022-02-13,126.20421600341797,128.6428985595703,124.2199478149414,126.6707763671875,688706404
2022-02-14,124.80005645751953,126.63776397705078,122.24359893798828,126.1347885131836,712457600
2022-02-15,131.7626190185547,132.11190795898438,124.23802185058594,124.79279327392578,783234535
2022-02-16,128.1608428955078,131.76744079589844,126.02102661132812,131.76052856445312,715637001
2022-02-17,116.30241394042969,128.73141479492188,115.7144546508789,128.1046600341797,938120691
2022-02-18,115.19709014892578,121.5430679321289,114.9232177734375,116.33308410644531,1205742846
2022-02-19,115.7090072631836,116.9888687133789,113.67295837402344,115.19397735595703,686244892
2022-02-20,110.83203887939453,115.70782470703125,109.14817810058594,115.70782470703125,736479992
2022-02-21,103.45049285888672,114.31229400634766,103.37959289550781,110.83516693115234,980192105
2022-02-22,107.52279663085938,107.60649871826172,101.27152252197266,103.43082427978516,902125484
2022-02-23,105.96595001220703,110.81077575683594,105.79009246826172,107.51875305175781,740588315
