Price,Close,High,Low,Open,Volume
Ticker,XMR-USD,XMR-USD,XMR-USD,XMR-USD,XMR-USD
Date,,,,,
2022-01-01,250.2061767578125,251.87010192871094,228.76864624023438,228.84783935546875,277123156
2022-01-02,239.3717041015625,250.69332885742188,236.7012481689453,250.17434692382812,205086716
2022-01-03,231.54754638671875,239.4595489501953,223.89768981933594,239.3749237060547,181602416
2022-01-04,222.34445190429688,232.96461486816406,221.17218017578125,231.56317138671875,158699220
2022-01-05,207.3002166748047,224.84283447265625,202.32493591308594,222.33071899414062,167830134
2022-01-06,204.044189453125,207.17864990234375,194.67242431640625,207.17864990234375,167583978
2022-01-07,194.51123046875,208.4226531982422,192.66854858398438,204.0754852294922,188855914
2022-01-08,184.38858032226562,197.2926025390625,179.70330810546875,194.5169677734375,159500629
2022-01-09,190.5654754638672,194.30807495117188,183.50953674316406,184.42434692382812,160397525
2022-01-10,182.95480346679688,194.16798400878906,179.77975463867188,190.58230590820312,155326169
2022-01-11,192.99606323242188,193.00221252441406,181.51219177246094,182.89340209960938,148243963
2022-01-12,198.88473510742188,200.4586944580078,192.74024963378906,192.99827575683594,128414859
2022-01-13,222.5472869873047,229.2452850341797,198.57424926757812,198.887451171875,389788594
2022-01-14,229.3461456298828,230.23892211914062,217.54400634765625,222.87152099609375,270672381
2022-01-15,217.89724731445312,230.2607879638672,217.30892944335938,229.3395233154297,128729844
2022-01-16,224.06605529785156,227.565185546875,213.4294891357422,217.9240264892578,142051428
2022-01-17,215.1498565673828,229.6785430908203,212.4404754638672,224.01812744140625,214943426
2022-01-18,204.4551239013672,217.41554260253906,200.17282104492188,215.13980102539062,173747300
2022-01-19,201.71189880371094,212.2874755859375,199.57064819335938,204.41844177246094,182623715
2022-01-20,188.4287567138672,209.60267639160156,188.4287567138672,201.68905639648438,117167229
2022-01-21,172.04705810546875,191.8759307861328,168.05506896972656,188.50669860839844,212493540
2022-01-22,151.7290496826172,174.6005096435547,142.2332305908203,172.1662139892578,254534089
2022-01-23,156.395751953125,158.53501892089844,148.58839416503906,151.84352111816406,150684447
2022-01-24,146.84588623046875,156.62445068359375,135.32464599609375,156.42173767089844,207597550
2022-01-25,144.7281494140625,147.2145538330078,140.3779754638672,146.85171508789062,209941643
2022-01-26,148.29644775390625,157.95899963378906,143.4380645751953,144.6994171142578,198939510
2022-01-27,144.47897338867188,149.1735076904297,139.7002410888672,148.29306030273438,157131646
2022-01-28,149.02413940429688,149.13247680664062,141.06480407714844,144.43563842773438,115462806
2022-01-29,153.45162963867188,155.29806518554688,148.93569946289062,149.02767944335938,95168638
2022-01-30,147.91908264160156,154.6794891357422,146.08628845214844,153.52622985839844,105280126
2022-01-31,147.37472534179688,147.98919677734375,141.22349548339844,147.91839599609375,130730760
2022-02-01,146.16348266601562,148.0390625,143.7417449951172,147.3398895263672,149547599
2022-02-02,144.80357360839844,150.1565399169922,144.3240509033203,146.16329956054688,127594095
2022-02-03,146.63528442382812,146.63528442382812,141.2880401611328,144.78384399414062,110870747
2022-02-04,165.1203155517578,165.4447021484375,146.61795043945312,146.61795043945312,195159073
2022-02-05,168.6819305419922,169.99871826171875,162.4169921875,165.12689208984375,148837412
