Price,Close,High,Low,Open,Volume
Ticker,FTM-USD,FTM-USD,FTM-USD,FTM-USD,FTM-USD
Date,,,,,
2022-01-01,2.5829780101776123,2.5829780101776123,2.2555229663848877,2.2555229663848877,852480114
2022-01-02,2.4841880798339844,2.594093084335327,2.4542009830474854,2.582068920135498,707034819
2022-01-03,2.8599610328674316,2.8599610328674316,2.382528066635132,2.4848530292510986,1545569741
2022-01-04,2.878696918487549,3.043612003326416,2.8165481090545654,2.8599390983581543,1675671890
2022-01-05,2.956882953643799,3.1521170139312744,2.6235430240631104,2.878817081451416,2593979585
2022-01-06,2.9035589694976807,3.022515058517456,2.6692850589752197,2.952342987060547,2133308112
2022-01-07,2.601633071899414,2.8998029232025146,2.601633071899414,2.8998029232025146,1879561987
2022-01-08,2.29059100151062,2.683983087539673,2.203490972518921,2.6039340496063232,1673986440
2022-01-09,2.3948910236358643,2.513701915740967,2.2458550930023193,2.292001962661743,1259419355
2022-01-10,2.226536989212036,2.4594249725341797,2.138139009475708,2.39444899559021,1296633851
2022-01-11,2.581562042236328,2.5900449752807617,2.198759078979492,2.2275149822235107,1528370936
2022-01-12,2.942054033279419,3.0012950897216797,2.583638906478882,2.583638906478882,2436520691
2022-01-13,2.9953460693359375,3.1391029357910156,2.797766923904419,2.9410951137542725,3035797537
2022-01-14,2.9597160816192627,3.051069974899292,2.8232600688934326,2.9974069595336914,2144616217
2022-01-15,3.0075581073760986,3.0244181156158447,2.851732015609741,2.960516929626465,1017219684
2022-01-16,3.3008229732513428,3.309346914291382,2.9436209201812744,3.008908987045288,1794450967
2022-01-17,2.9332730770111084,3.3603060245513916,2.902235984802246,3.3042969703674316,1726291737
2022-01-18,2.9530229568481445,3.0099480152130127,2.7288570404052734,2.9335849285125732,1647890686
2022-01-19,2.781805992126465,3.0286219120025635,2.775299072265625,2.954292058944702,1546717005
2022-01-20,2.7201120853424072,3.0249528884887695,2.719780921936035,2.7817230224609375,647506021
2022-01-21,2.2787299156188965,2.779171943664551,2.161220073699951,2.722011089324951,1688518523
2022-01-22,1.9609129428863525,2.3684070110321045,1.8095920085906982,2.2795679569244385,1777348336
2022-01-23,2.2821919918060303,2.355907917022705,1.9561669826507568,1.9623409509658813,1631014951
2022-01-24,2.2554290294647217,2.295396089553833,1.9160710573196411,2.2827789783477783,2244095782
2022-01-25,2.3795619010925293,2.4632339477539062,2.167680025100708,2.253791093826294,1823467990
2022-01-26,2.2525899410247803,2.5179760456085205,2.1929879188537598,2.3797290325164795,2162075040
2022-01-27,2.0808470249176025,2.274867057800293,2.0051109790802,2.252084970474243,1228066776
2022-01-28,2.127264976501465,2.156420946121216,1.9953229427337646,2.079754114151001,1076948630
2022-01-29,2.0957319736480713,2.188477039337158,2.0792720317840576,2.127293109893799,772002807
2022-01-30,2.030925989151001,2.1616830825805664,2.012221097946167,2.0959858894348145,623138951
2022-01-31,2.0476410388946533,2.091804027557373,1.9186919927597046,2.0310308933258057,912326988
2022-02-01,2.0716071128845215,2.145904064178467,2.030441999435425,2.047161102294922,850221099
2022-02-02,1.9230140447616577,2.108402967453003,1.918468952178955,2.072129964828491,714691267
2022-02-03,1.954556941986084,1.9579050540924072,1.8840420246124268,1.9226939678192139,655353811
2022-02-04,2.122241973876953,2.1223011016845703,1.932644009590149,1.9546020030975342,896188985
2022-02-05,2.0922300815582275,2.195410966873169,2.075814962387085,2.1223549842834473,784129564
2022-02-06,2.1609840393066406,2.1609840393066406,2.066817045211792,2.092500925064087,582602126
2022-02-07,2.3203821182250977,2.3731729984283447,2.1248691082000732,2.1595458984375,1280000162
2022-02-08,2.210235118865967,2.392025947570801,2.161731004714966,2.32096004486084,941122976
2022-02-09,2.2514801025390625,2.2846579551696777,2.1435680389404297,2.2089810371398926,640104102
2022-02-10,2.1108639240264893,2.261323928833008,2.102152109146118,2.251692056655884,990974774
2022-02-11,1.94097101688385,2.1741020679473877,1.9201960563659668,2.109477996826172,808095183
2022-02-12,1.9493919610977173,1.9927029609680176,1.888458013534546,1.9405399560928345,685222889
2022-02-13,1.8999630212783813,1.9859869480133057,1.8946529626846313,1.949118971824646,464383968
2022-02-14,1.9298100471496582,1.9630310535430908,1.8233410120010376,1.899346947669983,725989092
2022-02-15,2.0888619422912598,2.0932629108428955,1.9189070463180542,1.9293960332870483,777987560
2022-02-16,2.069901943206787,2.1110310554504395,2.0113749504089355,2.0891358852386475,630611046
2022-02-17,1.8932809829711914,2.1432840824127197,1.8865770101547241,2.0686330795288086,818157046
2022-02-18,1.8669159412384033,1.965129017829895,1.852952003479004,1.8952889442443848,562000106
2022-02-19,1.8766189813613892,1.9098010063171387,1.8189300298690796,1.866716980934143,337348806
2022-02-20,1.7295759916305542,1.8767499923706055,1.6895149946212769,1.8761850595474243,701777691
2022-02-21,1.5414220094680786,1.808379054069519,1.538364052772522,1.7293510437011719,1018263085
2022-02-22,1.6081730127334595,1.6112819910049438,1.4852269887924194,1.5410330295562744,936818213
2022-02-23,1.5828219652175903,1.71875,1.5819870233535767,1.6093709468841553,857207258
2022-02-24,1.4888139963150024,1.5821770429611206,1.306628942489624,1.5815730094909668,1799847846
2022-02-25,1.7209880352020264,1.7209880352020264,1.473242998123169,1.4890090227127075,1303890259
2022-02-26,1.7706429958343506,1.8207910060882568,1.6706030368804932,1.721323013305664,1045716151
2022-02-27,1.5875229835510254,1.792044997215271,1.579416036605835,1.7698099613189697,1210663531
2022-02-28,1.7811249494552612,1.7864470481872559,1.5528429746627808,1.5872119665145874,1171018275
2022-03-01,1.8299000263214111,1.9438320398330688,1.7814949750900269,1.7814949750900269,1482103439
2022-03-02,2.006732940673828,2.071702003479004,1.7831100225448608,1.829733967781067,2016598427
2022-03-03,1.8712519407272339,2.0120229721069336,1.822633981704712,2.007050037384033,1562746253
2022-03-04,1.6622689962387085,1.8764259815216064,1.647009015083313,1.8722540140151978,1311869542
2022-03-05,1.6908270120620728,1.7028690576553345,1.6154279708862305,1.6630040407180786,848216047
2022-03-06,1.409680962562561,1.7094600200653076,1.3967939615249634,1.690919041633606,2012824348
2022-03-07,1.3209420442581177,1.4644229412078857,1.3044439554214478,1.4098310470581055,1963875218
2022-03-08,1.3239829540252686,1.3832770586013794,1.3128989934921265,1.320930004119873,1218616250
2022-03-09,1.3710410594940186,1.4310029745101929,1.324686050415039,1.324686050415039,1410392019
2022-03-10,1.2401549816131592,1.3717759847640991,1.2272000312805176,1.3707940578460693,1116707996
2022-03-11,1.205122947692871,1.2624390125274658,1.1522480249404907,1.2402980327606201,1292436095
2022-03-12,1.1901799440383911,1.2692890167236328,1.1901799440383911,1.2045940160751343,650134835
2022-03-13,1.1227420568466187,1.2044819593429565,1.1222480535507202,1.1897419691085815,526534566
2022-03-14,1.0847660303115845,1.1224839687347412,1.044314980506897,1.1224839687347412,940181780
2022-03-15,1.202612042427063,1.2421929836273193,1.0405479669570923,1.0846879482269287,1364052736
2022-03-16,1.275534987449646,1.2793560028076172,1.141271948814392,1.2020210027694702,1494404465
2022-03-17,1.2041770219802856,1.2744330167770386,1.1994839906692505,1.2744330167770386,675336155
2022-03-18,1.2451759576797485,1.2764240503311157,1.1752270460128784,1.204131007194519,708796559
2022-03-19,1.3153949975967407,1.3405829668045044,1.2448190450668335,1.2455140352249146,854147477
2022-03-20,1.2511169910430908,1.3373359441757202,1.2505890130996704,1.3156039714813232,536631847
2022-03-21,1.2601300477981567,1.3024100065231323,1.2063649892807007,1.2511670589447021,700067067
2022-03-22,1.2722959518432617,1.3254029750823975,1.2529460191726685,1.2599430084228516,610782152
2022-03-23,1.3071190118789673,1.3119750022888184,1.2595289945602417,1.272482991218567,457453553
2022-03-24,1.3164960145950317,1.3426220417022705,1.2964500188827515,1.3065290451049805,624054221
2022-03-25,1.349195957183838,1.4282649755477905,1.3058379888534546,1.316565990447998,664887728
2022-03-26,1.399129033088684,1.4052389860153198,1.3400330543518066,1.349395990371704,366955252
2022-03-27,1.4300949573516846,1.4322550296783447,1.3576420545578003,1.3986279964447021,386201967
2022-03-28,1.4037339687347412,1.4837889671325684,1.4013550281524658,1.4303970336914062,622191451
2022-03-29,1.4187920093536377,1.4742989540100098,1.3914170265197754,1.4029979705810547,541588613
2022-03-30,1.4093860387802124,1.4527900218963623,1.3791760206222534,1.4179929494857788,449596078
2022-03-31,1.423092007637024,1.5276360511779785,1.406283974647522,1.4091219902038574,1062056054
2022-04-01,1.5852409601211548,1.6033509969711304,1.4192919731140137,1.4233700037002563,1429494049
2022-04-02,1.535709023475647,1.676645040512085,1.5336370468139648,1.5859980583190918,1013515515
2022-04-03,1.626459002494812,1.6479450464248657,1.5229029655456543,1.5356980562210083,663895953
2022-04-04,1.5512059926986694,1.643036961555481,1.489982008934021,1.6258879899978638,664437531
2022-04-05,1.449821949005127,1.5782220363616943,1.4493039846420288,1.5512820482254028,527053513
2022-04-06,1.305156946182251,1.4556230306625366,1.3041030168533325,1.4499759674072266,735602635
2022-04-07,1.3509249687194824,1.3761329650878906,1.2928730249404907,1.3055310249328613,461545359
2022-04-08,1.248276948928833,1.374627947807312,1.2413560152053833,1.3509949445724487,386863977
2022-04-09,1.29954195022583,1.3000839948654175,1.2481689453125,1.2481689453125,262220023
2022-04-10,1.2619420289993286,1.3224279880523682,1.2578459978103638,1.2997779846191406,286851785
2022-04-11,1.1168489456176758,1.2609909772872925,1.1073110103607178,1.2609909772872925,527296010
2022-04-12,1.1637070178985596,1.1866350173950195,1.1178849935531616,1.1178849935531616,379542824
2022-04-13,1.1942670345306396,1.2033649682998657,1.1458319425582886,1.1635349988937378,315732232
2022-04-14,1.1524850130081177,1.222430944442749,1.1417059898376465,1.1939970254898071,293431259
2022-04-15,1.1786619424819946,1.18191397190094,1.1525739431381226,1.1525739431381226,278217369
2022-04-16,1.1568690538406372,1.1808489561080933,1.1411110162734985,1.1786479949951172,251723091
2022-04-17,1.1169430017471313,1.1653980016708374,1.1097439527511597,1.1568189859390259,369360692
2022-04-18,1.142030954360962,1.1447590589523315,1.063946008682251,1.1170059442520142,371194355
2022-04-19,1.1864919662475586,1.1895760297775269,1.1359490156173706,1.141605019569397,329751757
2022-04-20,1.1763819456100464,1.2270209789276123,1.1643550395965576,1.1863880157470703,387023872
2022-04-21,1.117244005203247,1.207610011100769,1.1075619459152222,1.1763219833374023,366916489
2022-04-22,1.1125739812850952,1.1483869552612305,1.1035120487213135,1.117095947265625,311053106
2022-04-23,1.0925920009613037,1.120816946029663,1.0864160060882568,1.1127159595489502,188742232
